id,bic,name
ke_bank1212,2 - Kisumu ,Standard Chartered Bank Kenya Limited
ke_bank1213,3 - Kitale ,Standard Chartered Bank Kenya Limited
ke_bank1214,4 - Treasury Square ,Standard Chartered Bank Kenya Limited
ke_bank1215,5 - Kilindini ,Standard Chartered Bank Kenya Limited
ke_bank1216,6 - Kenyatta Avenue ,Standard Chartered Bank Kenya Limited
ke_bank1217,8 - Moi Avenue ,Standard Chartered Bank Kenya Limited
ke_bank1218,9 - Nakuru ,Standard Chartered Bank Kenya Limited
ke_bank1219,10 - Nanyuki ,Standard Chartered Bank Kenya Limited
ke_bank1220,11 - Nyeri ,Standard Chartered Bank Kenya Limited
ke_bank1221,12 - Thika ,Standard Chartered Bank Kenya Limited
ke_bank1222,15 - Westlands ,Standard Chartered Bank Kenya Limited
ke_bank1223,16 - Machakos ,Standard Chartered Bank Kenya Limited
ke_bank1224,17 - Meru ,Standard Chartered Bank Kenya Limited
ke_bank1225,19 - Harambee Avenue ,Standard Chartered Bank Kenya Limited
ke_bank1226,20 - Kiambu ,Standard Chartered Bank Kenya Limited
ke_bank1227,53 - Industrial Area ,Standard Chartered Bank Kenya Limited
ke_bank1228,54 - Kakamega ,Standard Chartered Bank Kenya Limited
ke_bank1229,60 - Malindi ,Standard Chartered Bank Kenya Limited
ke_bank1230,64 - Koinage,Standard Chartered Bank Kenya Limited
ke_bank1231,71 - Yaya Centre Branch ,Standard Chartered Bank Kenya Limited
ke_bank1232,72 - Ruaraka ,Standard Chartered Bank Kenya Limited
ke_bank1233,73 - Langata ,Standard Chartered Bank Kenya Limited
ke_bank1234,74 - Makupa ,Standard Chartered Bank Kenya Limited
ke_bank1235,75 - Karen ,Standard Chartered Bank Kenya Limited
ke_bank1236,76 - Muthaiga ,Standard Chartered Bank Kenya Limited
ke_bank1237,78 - C.o.u ,Standard Chartered Bank Kenya Limited
ke_bank1238,79 - Ukay ,Standard Chartered Bank Kenya Limited
ke_bank1239,80 - Eastleigh ,Standard Chartered Bank Kenya Limited
ke_bank1240,81 - Kisii ,Standard Chartered Bank Kenya Limited
ke_bank1241,82 - Upper Hill Branch ,Standard Chartered Bank Kenya Limited
ke_bank1242,83 - Nyali ,Standard Chartered Bank Kenya Limited
ke_bank1243,84 - Chiromo,Standard Chartered Bank Kenya Limited
ke_bank1244,85 - Greenspan,Standard Chartered Bank Kenya Limited
ke_bank1245,86 - The T-Mall,Standard Chartered Bank Kenya Limited
ke_bank1246,87 - The Junction,Standard Chartered Bank Kenya Limited
ke_bank1247,89 - Kitengela,Standard Chartered Bank Kenya Limited
ke_bank1248,90 - Bungoma ,Standard Chartered Bank Kenya Limited
ke_bank1249,91 - Thika Road Mall,Standard Chartered Bank Kenya Limited
ke_bank1250,92 - UN Gigiri,Standard Chartered Bank Kenya Limited
ke_bank1251,1 - Head Office ,Trans-National Bank Limited
ke_bank1252,2 - Mombasa ,Trans-National Bank Limited
ke_bank1253,3 - Eldoret ,Trans-National Bank Limited
ke_bank1254,4 - Nakuru ,Trans-National Bank Limited
ke_bank1255,5 - Mia ,Trans-National Bank Limited
ke_bank1256,6 - Jkia ,Trans-National Bank Limited
ke_bank1257,7 - Kirinyaga Rd Nakuru ,Trans-National Bank Limited
ke_bank1258,8 - Kabarak ,Trans-National Bank Limited
ke_bank1259,9 - Olenguruone ,Trans-National Bank Limited
ke_bank1260,10 - Kericho ,Trans-National Bank Limited
ke_bank1261,11 - Nandi Hills,Trans-National Bank Limited
ke_bank1262,12 - Epz ,Trans-National Bank Limited
ke_bank1263,13 - Sheikh Karume ,Trans-National Bank Limited
ke_bank1264,14 - Kabarnet ,Trans-National Bank Limited
ke_bank1265,15 - Kitale,Trans-National Bank Limited
ke_bank1266,16 - Narok,Trans-National Bank Limited
ke_bank1267,17 - Bomet,Trans-National Bank Limited
ke_bank1268,18 - Iten,Trans-National Bank Limited
ke_bank1269,0 - Head Office/koinange St. ,African Banking Corp. Bank Ltd
ke_bank1270,1 - Westlands,African Banking Corp. Bank Ltd
ke_bank1271,2 - Industrial Area Branch ,African Banking Corp. Bank Ltd
ke_bank1272,3 - Nkrumah Road Branch/mombasa ,African Banking Corp. Bank Ltd
ke_bank1273,4 - Kisumu Branch ,African Banking Corp. Bank Ltd
ke_bank1274,5 - Eldoret Branch,African Banking Corp. Bank Ltd
ke_bank1275,6 - Meru Branch ,African Banking Corp. Bank Ltd
ke_bank1276,7 - Libra House ,African Banking Corp. Bank Ltd
ke_bank1277,8 - Nakuru,African Banking Corp. Bank Ltd
ke_bank1278,9 - Lamu,African Banking Corp. Bank Ltd
ke_bank1279,0 - Head Office ,Co-operative Bank of Kenya Limited
ke_bank1280,1 - Finance And Accounts ,Co-operative Bank of Kenya Limited
ke_bank1281,2 - Co-op House ,Co-operative Bank of Kenya Limited
ke_bank1282,3 - Kisumu ,Co-operative Bank of Kenya Limited
ke_bank1283,4 - Nkurumah Road,Co-operative Bank of Kenya Limited
ke_bank1284,5 - Meru ,Co-operative Bank of Kenya Limited
ke_bank1285,6 - Nakuru ,Co-operative Bank of Kenya Limited
ke_bank1286,7 - Industrial Area ,Co-operative Bank of Kenya Limited
ke_bank1287,8 - Kisii ,Co-operative Bank of Kenya Limited
ke_bank1288,9 - Machakos ,Co-operative Bank of Kenya Limited
ke_bank1289,10 - Nyeri ,Co-operative Bank of Kenya Limited
ke_bank1290,11 - Ukulima ,Co-operative Bank of Kenya Limited
ke_bank1291,12 - Kerugoya ,Co-operative Bank of Kenya Limited
ke_bank1292,13 - Eldoret ,Co-operative Bank of Kenya Limited
ke_bank1293,14 - Moi Avenue ,Co-operative Bank of Kenya Limited
ke_bank1294,15 - Naivasha ,Co-operative Bank of Kenya Limited
ke_bank1295,17 - Nyahururu ,Co-operative Bank of Kenya Limited
ke_bank1296,18 - Chuka ,Co-operative Bank of Kenya Limited
ke_bank1297,19 - Wakulima Market ,Co-operative Bank of Kenya Limited
ke_bank1298,20 - Eastleigh ,Co-operative Bank of Kenya Limited
ke_bank1299,21 - Kiambu ,Co-operative Bank of Kenya Limited
ke_bank1300,22 - Homa Bay ,Co-operative Bank of Kenya Limited
ke_bank1301,23 - Embu ,Co-operative Bank of Kenya Limited
ke_bank1302,24 - Kericho ,Co-operative Bank of Kenya Limited
ke_bank1303,25 - Bungoma ,Co-operative Bank of Kenya Limited
ke_bank1304,26 - Muranga ,Co-operative Bank of Kenya Limited
ke_bank1305,27 - Kayole ,Co-operative Bank of Kenya Limited
ke_bank1306,28 - Karatina ,Co-operative Bank of Kenya Limited
ke_bank1307,29 - Ukunda ,Co-operative Bank of Kenya Limited
ke_bank1308,30 - Mtwapa ,Co-operative Bank of Kenya Limited
ke_bank1309,31 - University Way ,Co-operative Bank of Kenya Limited
ke_bank1310,32 - Buru Buru ,Co-operative Bank of Kenya Limited
ke_bank1311,33 - Athi River ,Co-operative Bank of Kenya Limited
ke_bank1312,34 - Mumias ,Co-operative Bank of Kenya Limited
ke_bank1313,35 - Stima Plaza ,Co-operative Bank of Kenya Limited
ke_bank1314,36 - Westlands ,Co-operative Bank of Kenya Limited
ke_bank1315,37 - Upper Hill ,Co-operative Bank of Kenya Limited
ke_bank1316,38 - Ongata Rongai ,Co-operative Bank of Kenya Limited
ke_bank1317,39 - Thika ,Co-operative Bank of Kenya Limited
ke_bank1318,40 - Nacico ,Co-operative Bank of Kenya Limited
ke_bank1319,41 - Kariobangi ,Co-operative Bank of Kenya Limited
ke_bank1320,42 - Kawangware ,Co-operative Bank of Kenya Limited
ke_bank1321,43 - Makutano ,Co-operative Bank of Kenya Limited
ke_bank1322,44 - Canon House ,Co-operative Bank of Kenya Limited
ke_bank1323,45 - Kimathi Street ,Co-operative Bank of Kenya Limited
ke_bank1324,46 - Kitale ,Co-operative Bank of Kenya Limited
ke_bank1325,47 - Githurai ,Co-operative Bank of Kenya Limited
ke_bank1326,48 - Maua ,Co-operative Bank of Kenya Limited
ke_bank1327,49 - City  Hall ,Co-operative Bank of Kenya Limited
ke_bank1328,50 - Digo Rd ,Co-operative Bank of Kenya Limited
ke_bank1329,51 - Nbc ,Co-operative Bank of Kenya Limited
ke_bank1330,52 - Kakamega,Co-operative Bank of Kenya Limited
ke_bank1331,53 - Migori ,Co-operative Bank of Kenya Limited
ke_bank1332,54 - Kenyatta Avenue ,Co-operative Bank of Kenya Limited
ke_bank1333,55 - Nkubu ,Co-operative Bank of Kenya Limited
ke_bank1334,56 - Enterprise Road ,Co-operative Bank of Kenya Limited
ke_bank1335,57 - Busia ,Co-operative Bank of Kenya Limited
ke_bank1336,58 - Siaya ,Co-operative Bank of Kenya Limited
ke_bank1337,59 - Voi ,Co-operative Bank of Kenya Limited
ke_bank1338,60 - Mariakani ,Co-operative Bank of Kenya Limited
ke_bank1339,61 - Malindi ,Co-operative Bank of Kenya Limited
ke_bank1340,62 - Zimmerman ,Co-operative Bank of Kenya Limited
ke_bank1341,63 - Nakuru East ,Co-operative Bank of Kenya Limited
ke_bank1342,64 - Kitengela ,Co-operative Bank of Kenya Limited
ke_bank1343,65 - Aga Khan Walk ,Co-operative Bank of Kenya Limited
ke_bank1344,66 - Narok ,Co-operative Bank of Kenya Limited
ke_bank1345,67 - Kitui ,Co-operative Bank of Kenya Limited
ke_bank1346,68 - Nanyuki ,Co-operative Bank of Kenya Limited
ke_bank1347,69 - Embakasi ,Co-operative Bank of Kenya Limited
ke_bank1348,70 - Kibera ,Co-operative Bank of Kenya Limited
ke_bank1349,71 - Siakago ,Co-operative Bank of Kenya Limited
ke_bank1350,72 - Kapsabet ,Co-operative Bank of Kenya Limited
ke_bank1351,73 - Mbita ,Co-operative Bank of Kenya Limited
ke_bank1352,74 - Kangemi ,Co-operative Bank of Kenya Limited
ke_bank1353,75 - Dandora ,Co-operative Bank of Kenya Limited
ke_bank1354,76 - Kajiado ,Co-operative Bank of Kenya Limited
ke_bank1355,77 - Tala ,Co-operative Bank of Kenya Limited
ke_bank1356,78 - Gikomba ,Co-operative Bank of Kenya Limited
ke_bank1357,79 - River Road ,Co-operative Bank of Kenya Limited
ke_bank1358,80 - Nyamira ,Co-operative Bank of Kenya Limited
ke_bank1359,81 - Garisa ,Co-operative Bank of Kenya Limited
ke_bank1360,82 - Bomet ,Co-operative Bank of Kenya Limited
ke_bank1361,83 - Keroka ,Co-operative Bank of Kenya Limited
ke_bank1362,84 - Gilgil ,Co-operative Bank of Kenya Limited
ke_bank1363,85 - Tom Mboya ,Co-operative Bank of Kenya Limited
ke_bank1364,86 - Likoni ,Co-operative Bank of Kenya Limited
ke_bank1365,87 - Donholm ,Co-operative Bank of Kenya Limited
ke_bank1366,88 - Mwingi ,Co-operative Bank of Kenya Limited
ke_bank1367,89 - Ruaka,Co-operative Bank of Kenya Limited
ke_bank1368,90 - Webuye,Co-operative Bank of Kenya Limited
ke_bank1369,94 - Sacco Clearing Unit,Co-operative Bank of Kenya Limited
ke_bank1370,97 - clearing Centre,Co-operative Bank of Kenya Limited
ke_bank1371,100 - Ndhiwa,Co-operative Bank of Kenya Limited
ke_bank1372,101 - Oyugis,Co-operative Bank of Kenya Limited
ke_bank1373,102 - Isiolo,Co-operative Bank of Kenya Limited
ke_bank1374,103 - Eldoret West,Co-operative Bank of Kenya Limited
ke_bank1375,104 - Changamwe,Co-operative Bank of Kenya Limited
ke_bank1376,105 - Kisumu East,Co-operative Bank of Kenya Limited
ke_bank1377,106 - Githurai Kimbo,Co-operative Bank of Kenya Limited
ke_bank1378,107 - Mlolongo,Co-operative Bank of Kenya Limited
ke_bank1379,108 - Kilifi,Co-operative Bank of Kenya Limited
ke_bank1380,109 - Ol Kalau,Co-operative Bank of Kenya Limited
ke_bank1381,110 - Mbale,Co-operative Bank of Kenya Limited
ke_bank1382,111 - Kimilili,Co-operative Bank of Kenya Limited
ke_bank1383,112 - Kisii East,Co-operative Bank of Kenya Limited
ke_bank1384,113 - Kilgoris,Co-operative Bank of Kenya Limited
ke_bank1385,114 - Wote,Co-operative Bank of Kenya Limited
ke_bank1386,116 - Malaba,Co-operative Bank of Kenya Limited
ke_bank1387,117 - Molo,Co-operative Bank of Kenya Limited
ke_bank1388,118 - Mwea,Co-operative Bank of Kenya Limited
ke_bank1389,119 - Kutus,Co-operative Bank of Kenya Limited
ke_bank1390,120 - Umoja,Co-operative Bank of Kenya Limited
ke_bank1391,121 - Embakasi Junction,Co-operative Bank of Kenya Limited
ke_bank1392,122 - Kongowea ,Co-operative Bank of Kenya Limited
ke_bank1393,123 - Langata Road,Co-operative Bank of Kenya Limited
ke_bank1394,124 - Juja,Co-operative Bank of Kenya Limited
ke_bank1395,125 - Ngong,Co-operative Bank of Kenya Limited
ke_bank1396,126 - Kawangware 46,Co-operative Bank of Kenya Limited
ke_bank1397,127 - Mombasa Road,Co-operative Bank of Kenya Limited
ke_bank1398,128 - Marsabit,Co-operative Bank of Kenya Limited
ke_bank1399,130 - Dagoretti,Co-operative Bank of Kenya Limited
ke_bank1400,131 - Othaya,Co-operative Bank of Kenya Limited
ke_bank1401,132 - Limuru,Co-operative Bank of Kenya Limited
ke_bank1402,133 - Kikuyu,Co-operative Bank of Kenya Limited
ke_bank1403,134 - Githunguri,Co-operative Bank of Kenya Limited
ke_bank1404,135 - Karen,Co-operative Bank of Kenya Limited
ke_bank1405,136 - Mpeketoni,Co-operative Bank of Kenya Limited
ke_bank1406,137 - Gatundu,Co-operative Bank of Kenya Limited
ke_bank1407,138 - Ruiru,Co-operative Bank of Kenya Limited
ke_bank1408,139 - Nyali Mall ,Co-operative Bank of Kenya Limited
ke_bank1409,140 - Yala,Co-operative Bank of Kenya Limited
ke_bank1410,141 - Maasai Mall - Ongata Rongai,Co-operative Bank of Kenya Limited
ke_bank1411,142 - Thika Road Mall,Co-operative Bank of Kenya Limited
ke_bank1412,143 - Kiserian,Co-operative Bank of Kenya Limited
ke_bank1413,144 - Nandi Hills,Co-operative Bank of Kenya Limited
ke_bank1414,145 - Lodwar,Co-operative Bank of Kenya Limited
ke_bank1415,147 - Engineer,Co-operative Bank of Kenya Limited
ke_bank1416,148 - Rongo,Co-operative Bank of Kenya Limited
ke_bank1417,149 - Lavington Mall,Co-operative Bank of Kenya Limited
ke_bank1418,150 - Bondo,Co-operative Bank of Kenya Limited
ke_bank1419,151 - Gigiri Mall,Co-operative Bank of Kenya Limited
ke_bank1420,"152 - United Mall, Kisumu",Co-operative Bank of Kenya Limited
ke_bank1421,153 - Green House Mall,Co-operative Bank of Kenya Limited
ke_bank1422,228 - Shares Operations ,Co-operative Bank of Kenya Limited
ke_bank1423,247 - Back Office Operations,Co-operative Bank of Kenya Limited
ke_bank1424,250 - E- Channels Unit,Co-operative Bank of Kenya Limited
ke_bank1425,254 - Diaspora Banking,Co-operative Bank of Kenya Limited
ke_bank1426,266 - Kilindini Port ,Co-operative Bank of Kenya Limited
ke_bank1427,270 - Money Transfers Agency ,Co-operative Bank of Kenya Limited
ke_bank1428,0 - Head Office ,Co-operative Bank of Kenya Limited
ke_bank1429,1 - Finance And Accounts ,Co-operative Bank of Kenya Limited
ke_bank1430,2 - Co-op House ,Co-operative Bank of Kenya Limited
ke_bank1431,3 - Kisumu ,Co-operative Bank of Kenya Limited
ke_bank1432,4 - Nkurumah Road,Co-operative Bank of Kenya Limited
ke_bank1433,5 - Meru ,Co-operative Bank of Kenya Limited
ke_bank1434,6 - Nakuru ,Co-operative Bank of Kenya Limited
ke_bank1435,7 - Industrial Area ,Co-operative Bank of Kenya Limited
ke_bank1436,8 - Kisii ,Co-operative Bank of Kenya Limited
ke_bank1437,9 - Machakos ,Co-operative Bank of Kenya Limited
ke_bank1438,10 - Nyeri ,Co-operative Bank of Kenya Limited
ke_bank1439,11 - Ukulima ,Co-operative Bank of Kenya Limited
ke_bank1440,12 - Kerugoya ,Co-operative Bank of Kenya Limited
ke_bank1441,13 - Eldoret ,Co-operative Bank of Kenya Limited
ke_bank1442,14 - Moi Avenue ,Co-operative Bank of Kenya Limited
ke_bank1443,15 - Naivasha ,Co-operative Bank of Kenya Limited
ke_bank1444,17 - Nyahururu ,Co-operative Bank of Kenya Limited
ke_bank1445,18 - Chuka ,Co-operative Bank of Kenya Limited
ke_bank1446,19 - Wakulima Market ,Co-operative Bank of Kenya Limited
ke_bank1447,20 - Eastleigh ,Co-operative Bank of Kenya Limited
ke_bank1448,21 - Kiambu ,Co-operative Bank of Kenya Limited
ke_bank1449,22 - Homa Bay ,Co-operative Bank of Kenya Limited
ke_bank1450,23 - Embu ,Co-operative Bank of Kenya Limited
ke_bank1451,24 - Kericho ,Co-operative Bank of Kenya Limited
ke_bank1452,25 - Bungoma ,Co-operative Bank of Kenya Limited
ke_bank1453,26 - Muranga ,Co-operative Bank of Kenya Limited
ke_bank1454,27 - Kayole ,Co-operative Bank of Kenya Limited
ke_bank1455,28 - Karatina ,Co-operative Bank of Kenya Limited
ke_bank1456,29 - Ukunda ,Co-operative Bank of Kenya Limited
ke_bank1457,30 - Mtwapa ,Co-operative Bank of Kenya Limited
ke_bank1458,31 - University Way ,Co-operative Bank of Kenya Limited
ke_bank1459,32 - Buru Buru ,Co-operative Bank of Kenya Limited
ke_bank1460,33 - Athi River ,Co-operative Bank of Kenya Limited
ke_bank1461,34 - Mumias ,Co-operative Bank of Kenya Limited
ke_bank1462,35 - Stima Plaza ,Co-operative Bank of Kenya Limited
ke_bank1463,36 - Westlands ,Co-operative Bank of Kenya Limited
ke_bank1464,37 - Upper Hill ,Co-operative Bank of Kenya Limited
ke_bank1465,38 - Ongata Rongai ,Co-operative Bank of Kenya Limited
ke_bank1466,39 - Thika ,Co-operative Bank of Kenya Limited
ke_bank1467,40 - Nacico ,Co-operative Bank of Kenya Limited
ke_bank1468,41 - Kariobangi ,Co-operative Bank of Kenya Limited
ke_bank1469,42 - Kawangware ,Co-operative Bank of Kenya Limited
ke_bank1470,43 - Makutano ,Co-operative Bank of Kenya Limited
ke_bank1471,44 - Canon House ,Co-operative Bank of Kenya Limited
ke_bank1472,45 - Kimathi Street ,Co-operative Bank of Kenya Limited
ke_bank1473,46 - Kitale ,Co-operative Bank of Kenya Limited
ke_bank1474,47 - Githurai ,Co-operative Bank of Kenya Limited
ke_bank1475,48 - Maua ,Co-operative Bank of Kenya Limited
ke_bank1476,49 - City  Hall ,Co-operative Bank of Kenya Limited
ke_bank1477,50 - Digo Rd ,Co-operative Bank of Kenya Limited
ke_bank1478,51 - Nbc ,Co-operative Bank of Kenya Limited
ke_bank1479,52 - Kakamega,Co-operative Bank of Kenya Limited
ke_bank1480,53 - Migori ,Co-operative Bank of Kenya Limited
ke_bank1481,54 - Kenyatta Avenue ,Co-operative Bank of Kenya Limited
ke_bank1482,55 - Nkubu ,Co-operative Bank of Kenya Limited
ke_bank1483,56 - Enterprise Road ,Co-operative Bank of Kenya Limited
ke_bank1484,57 - Busia ,Co-operative Bank of Kenya Limited
ke_bank1485,58 - Siaya ,Co-operative Bank of Kenya Limited
ke_bank1486,59 - Voi ,Co-operative Bank of Kenya Limited
ke_bank1487,60 - Mariakani ,Co-operative Bank of Kenya Limited
ke_bank1488,61 - Malindi ,Co-operative Bank of Kenya Limited
ke_bank1489,62 - Zimmerman ,Co-operative Bank of Kenya Limited
ke_bank1490,63 - Nakuru East ,Co-operative Bank of Kenya Limited
ke_bank1491,64 - Kitengela ,Co-operative Bank of Kenya Limited
ke_bank1492,65 - Aga Khan Walk ,Co-operative Bank of Kenya Limited
ke_bank1493,66 - Narok ,Co-operative Bank of Kenya Limited
ke_bank1494,67 - Kitui ,Co-operative Bank of Kenya Limited
ke_bank1495,68 - Nanyuki ,Co-operative Bank of Kenya Limited
ke_bank1496,69 - Embakasi ,Co-operative Bank of Kenya Limited
ke_bank1497,70 - Kibera ,Co-operative Bank of Kenya Limited
ke_bank1498,71 - Siakago ,Co-operative Bank of Kenya Limited
ke_bank1499,72 - Kapsabet ,Co-operative Bank of Kenya Limited
ke_bank1500,73 - Mbita ,Co-operative Bank of Kenya Limited
ke_bank1501,74 - Kangemi ,Co-operative Bank of Kenya Limited
ke_bank1502,75 - Dandora ,Co-operative Bank of Kenya Limited
ke_bank1503,76 - Kajiado ,Co-operative Bank of Kenya Limited
ke_bank1504,77 - Tala ,Co-operative Bank of Kenya Limited
ke_bank1505,78 - Gikomba ,Co-operative Bank of Kenya Limited
ke_bank1506,79 - River Road ,Co-operative Bank of Kenya Limited
ke_bank1507,80 - Nyamira ,Co-operative Bank of Kenya Limited
ke_bank1508,81 - Garisa ,Co-operative Bank of Kenya Limited
ke_bank1509,82 - Bomet ,Co-operative Bank of Kenya Limited
ke_bank1510,83 - Keroka ,Co-operative Bank of Kenya Limited
ke_bank1511,84 - Gilgil ,Co-operative Bank of Kenya Limited
ke_bank1512,85 - Tom Mboya ,Co-operative Bank of Kenya Limited
ke_bank1513,86 - Likoni ,Co-operative Bank of Kenya Limited
ke_bank1514,87 - Donholm ,Co-operative Bank of Kenya Limited
ke_bank1515,88 - Mwingi ,Co-operative Bank of Kenya Limited
ke_bank1516,89 - Ruaka,Co-operative Bank of Kenya Limited
ke_bank1517,90 - Webuye,Co-operative Bank of Kenya Limited
ke_bank1518,94 - Sacco Clearing Unit,Co-operative Bank of Kenya Limited
ke_bank1519,97 - clearing Centre,Co-operative Bank of Kenya Limited
ke_bank1520,100 - Ndhiwa,Co-operative Bank of Kenya Limited
ke_bank1521,101 - Oyugis,Co-operative Bank of Kenya Limited
ke_bank1522,102 - Isiolo,Co-operative Bank of Kenya Limited
ke_bank1523,103 - Eldoret West,Co-operative Bank of Kenya Limited
ke_bank1524,104 - Changamwe,Co-operative Bank of Kenya Limited
ke_bank1525,105 - Kisumu East,Co-operative Bank of Kenya Limited
ke_bank1526,106 - Githurai Kimbo,Co-operative Bank of Kenya Limited
ke_bank1527,107 - Mlolongo,Co-operative Bank of Kenya Limited
ke_bank1528,108 - Kilifi,Co-operative Bank of Kenya Limited
ke_bank1529,109 - Ol Kalau,Co-operative Bank of Kenya Limited
ke_bank1530,110 - Mbale,Co-operative Bank of Kenya Limited
ke_bank1531,111 - Kimilili,Co-operative Bank of Kenya Limited
ke_bank1532,112 - Kisii East,Co-operative Bank of Kenya Limited
ke_bank1533,113 - Kilgoris,Co-operative Bank of Kenya Limited
ke_bank1534,114 - Wote,Co-operative Bank of Kenya Limited
ke_bank1535,116 - Malaba,Co-operative Bank of Kenya Limited
ke_bank1536,117 - Molo,Co-operative Bank of Kenya Limited
ke_bank1537,118 - Mwea,Co-operative Bank of Kenya Limited
ke_bank1538,119 - Kutus,Co-operative Bank of Kenya Limited
ke_bank1539,120 - Umoja,Co-operative Bank of Kenya Limited
ke_bank1540,121 - Embakasi Junction,Co-operative Bank of Kenya Limited
ke_bank1541,122 - Kongowea ,Co-operative Bank of Kenya Limited
ke_bank1542,123 - Langata Road,Co-operative Bank of Kenya Limited
ke_bank1543,124 - Juja,Co-operative Bank of Kenya Limited
ke_bank1544,125 - Ngong,Co-operative Bank of Kenya Limited
ke_bank1545,126 - Kawangware 46,Co-operative Bank of Kenya Limited
ke_bank1546,127 - Mombasa Road,Co-operative Bank of Kenya Limited
ke_bank1547,128 - Marsabit,Co-operative Bank of Kenya Limited
ke_bank1548,130 - Dagoretti,Co-operative Bank of Kenya Limited
ke_bank1549,131 - Othaya,Co-operative Bank of Kenya Limited
ke_bank1550,132 - Limuru,Co-operative Bank of Kenya Limited
ke_bank1551,133 - Kikuyu,Co-operative Bank of Kenya Limited
ke_bank1552,134 - Githunguri,Co-operative Bank of Kenya Limited
ke_bank1553,135 - Karen,Co-operative Bank of Kenya Limited
ke_bank1554,136 - Mpeketoni,Co-operative Bank of Kenya Limited
ke_bank1555,137 - Gatundu,Co-operative Bank of Kenya Limited
ke_bank1556,138 - Ruiru,Co-operative Bank of Kenya Limited
ke_bank1557,139 - Nyali Mall ,Co-operative Bank of Kenya Limited
ke_bank1558,140 - Yala,Co-operative Bank of Kenya Limited
ke_bank1559,141 - Maasai Mall - Ongata Rongai,Co-operative Bank of Kenya Limited
ke_bank1560,142 - Thika Road Mall,Co-operative Bank of Kenya Limited
ke_bank1561,143 - Kiserian,Co-operative Bank of Kenya Limited
ke_bank1562,144 - Nandi Hills,Co-operative Bank of Kenya Limited
ke_bank1563,145 - Lodwar,Co-operative Bank of Kenya Limited
ke_bank1564,147 - Engineer,Co-operative Bank of Kenya Limited
ke_bank1565,148 - Rongo,Co-operative Bank of Kenya Limited
ke_bank1566,149 - Lavington Mall,Co-operative Bank of Kenya Limited
ke_bank1567,150 - Bondo,Co-operative Bank of Kenya Limited
ke_bank1568,151 - Gigiri Mall,Co-operative Bank of Kenya Limited
ke_bank1569,"152 - United Mall, Kisumu",Co-operative Bank of Kenya Limited
ke_bank1570,153 - Green House Mall,Co-operative Bank of Kenya Limited
ke_bank1571,228 - Shares Operations ,Co-operative Bank of Kenya Limited
ke_bank1572,247 - Back Office Operations,Co-operative Bank of Kenya Limited
ke_bank1573,250 - E- Channels Unit,Co-operative Bank of Kenya Limited
ke_bank1574,254 - Diaspora Banking,Co-operative Bank of Kenya Limited
ke_bank1575,266 - Kilindini Port ,Co-operative Bank of Kenya Limited
ke_bank1576,270 - Money Transfers Agency ,Co-operative Bank of Kenya Limited
